school_year,antigen,age,public_health_unit,coverage,year_of_birth
2022-2023,Measles,7,Region of Waterloo Public Health and Paramedic Services,80.6,2015
2022-2023,Measles,17,Region of Waterloo Public Health and Paramedic Services,93.9,2005
2022-2023,Measles,7,Renfrew County and District Health Unit,84.5,2015
2022-2023,Measles,17,Renfrew County and District Health Unit,96.7,2005
2022-2023,Measles,7,Simcoe Muskoka District Health Unit,76.7,2015
2022-2023,Measles,17,Simcoe Muskoka District Health Unit,94.8,2005
2022-2023,Measles,7,Southeast Public Health,86.2,2015
2022-2023,Measles,17,Southeast Public Health,94.9,2005
2022-2023,Measles,7,Southwestern Public Health,88.1,2015
2022-2023,Measles,17,Southwestern Public Health,93.8,2005
2022-2023,Measles,7,Thunder Bay District Health Unit,75.4,2015
2022-2023,Measles,17,Thunder Bay District Health Unit,94.4,2005
2022-2023,Measles,7,Timiskaming Health Unit,87.8,2015
2022-2023,Measles,17,Timiskaming Health Unit,97.2,2005
2022-2023,Measles,7,Toronto Public Health,59.7,2015
2022-2023,Measles,17,Toronto Public Health,90.1,2005
2022-2023,Measles,7,Wellington-Dufferin-Guelph Public Health,87.9,2015
2022-2023,Measles,17,Wellington-Dufferin-Guelph Public Health,95.1,2005
2022-2023,Measles,7,Windsor-Essex County Health Unit,91.6,2015
2022-2023,Measles,17,Windsor-Essex County Health Unit,92.0,2005
2022-2023,Measles,7,York Region Public Health,75.7,2015
2022-2023,Measles,17,York Region Public Health,85.3,2005
2022-2023,Mumps,7,Algoma Public Health,69.6,2015
2022-2023,Mumps,17,Algoma Public Health,95.2,2005
2022-2023,Mumps,7,Brant County Health Unit,87.7,2015
2022-2023,Mumps,17,Brant County Health Unit,94.9,2005
2022-2023,Mumps,7,Chatham-Kent Public Health,90.3,2015
2022-2023,Mumps,17,Chatham-Kent Public Health,95.5,2005
2022-2023,Mumps,7,City of Hamilton Public Health Services,71.2,2015
2022-2023,Mumps,17,City of Hamilton Public Health Services,92.2,2005
2022-2023,Mumps,7,Durham Region Health Department,81.2,2015
2022-2023,Mumps,17,Durham Region Health Department,95.8,2005
2022-2023,Mumps,7,Eastern Ontario Health Unit,75.8,2015
2022-2023,Mumps,17,Eastern Ontario Health Unit,88.7,2005
2022-2023,Mumps,7,Grand Erie Public Health,89.0,2015
2022-2023,Mumps,17,Grand Erie Public Health,91.8,2005
2022-2023,Mumps,7,Grey Bruce Health Unit,85.2,2015
2022-2023,Mumps,17,Grey Bruce Health Unit,94.1,2005
2022-2023,Mumps,7,Grey Bruce Public Health,83.6,2015
2022-2023,Mumps,17,Grey Bruce Public Health,94.1,2005
2022-2023,Mumps,7,Haldimand-Norfolk Health Unit,90.2,2015
2022-2023,Mumps,17,Haldimand-Norfolk Health Unit,87.4,2005
2022-2023,Mumps,7,"Haliburton, Kawartha, Pine Ridge District Health Unit",82.4,2015
2022-2023,Mumps,17,"Haliburton, Kawartha, Pine Ridge District Health Unit",94.7,2005
2022-2023,Mumps,7,Halton Region Public Health,35.3,2015
2022-2023,Mumps,17,Halton Region Public Health,93.8,2005
2022-2023,Mumps,7,Hastings Prince Edward Public Health,90.0,2015
2022-2023,Mumps,17,Hastings Prince Edward Public Health,95.9,2005
2022-2023,Mumps,7,Huron Perth Public Health,83.7,2015
2022-2023,Mumps,17,Huron Perth Public Health,94.3,2005
2022-2023,Mumps,7,"Kingston, Frontenac and Lennox & Addington Public Health",95.9,2015
2022-2023,Mumps,17,"Kingston, Frontenac and Lennox & Addington Public Health",97.8,2005
2022-2023,Mumps,7,Lakelands Public Health,77.1,2015
2022-2023,Mumps,17,Lakelands Public Health,94.8,2005
2022-2023,Mumps,7,Lambton Public Health,84.3,2015
2022-2023,Mumps,17,Lambton Public Health,97.1,2005
2022-2023,Mumps,7,"Leeds, Grenville & Lanark District Health Unit",65.4,2015
2022-2023,Mumps,17,"Leeds, Grenville & Lanark District Health Unit",90.2,2005
2022-2023,Mumps,7,Middlesex-London Health Unit,91.2,2015
2022-2023,Mumps,17,Middlesex-London Health Unit,91.9,2005
2022-2023,Mumps,7,Niagara Region Public Health,85.6,2015
2022-2023,Mumps,17,Niagara Region Public Health,93.9,2005
2022-2023,Mumps,7,North Bay Parry Sound District Health Unit,83.5,2015
2022-2023,Mumps,17,North Bay Parry Sound District Health Unit,95.5,2005
2022-2023,Mumps,7,Northeastern Public Health,88.6,2015
2022-2023,Mumps,17,Northeastern Public Health,97.9,2005
2022-2023,Mumps,7,Northwestern Health Unit,94.0,2015
2022-2023,Mumps,17,Northwestern Health Unit,96.8,2005
2022-2023,Mumps,7,Ontario,74.2,2015
2022-2023,Mumps,17,Ontario,92.2,2005
2022-2023,Mumps,7,Ottawa Public Health,81.3,2015
2022-2023,Mumps,17,Ottawa Public Health,92.7,2005
2022-2023,Mumps,7,Peel Public Health,64.8,2015
2022-2023,Mumps,17,Peel Public Health,93.0,2005
2022-2023,Mumps,7,Peterborough Public Health,67.0,2015
2022-2023,Mumps,17,Peterborough Public Health,95.0,2005
2022-2023,Mumps,7,Porcupine Health Unit,87.9,2015
2022-2023,Mumps,17,Porcupine Health Unit,98.4,2005
2022-2023,Mumps,7,Public Health Sudbury & Districts,84.0,2015
2022-2023,Mumps,17,Public Health Sudbury & Districts,97.2,2005
2022-2023,Mumps,7,Region of Waterloo Public Health and Emergency Services,81.4,2015
2022-2023,Mumps,17,Region of Waterloo Public Health and Emergency Services,93.8,2005
2022-2023,Mumps,7,Region of Waterloo Public Health and Paramedic Services,80.3,2015
2022-2023,Mumps,17,Region of Waterloo Public Health and Paramedic Services,93.8,2005
2022-2023,Mumps,7,Renfrew County and District Health Unit,84.3,2015
2022-2023,Mumps,17,Renfrew County and District Health Unit,96.6,2005
2022-2023,Mumps,7,Simcoe Muskoka District Health Unit,76.6,2015
2022-2023,Mumps,17,Simcoe Muskoka District Health Unit,94.6,2005
2022-2023,Mumps,7,Southeast Public Health,86.2,2015
2022-2023,Mumps,17,Southeast Public Health,94.9,2005
2022-2023,Mumps,7,Southwestern Public Health,88.0,2015
2022-2023,Mumps,17,Southwestern Public Health,93.8,2005
2022-2023,Mumps,7,Thunder Bay District Health Unit,75.1,2015
2022-2023,Mumps,17,Thunder Bay District Health Unit,94.4,2005
2022-2023,Mumps,7,Timiskaming Health Unit,87.8,2015
2022-2023,Mumps,17,Timiskaming Health Unit,97.2,2005
2022-2023,Mumps,7,Toronto Public Health,59.3,2015
2022-2023,Mumps,17,Toronto Public Health,89.9,2005
2022-2023,Mumps,7,Wellington-Dufferin-Guelph Public Health,87.8,2015
2022-2023,Mumps,17,Wellington-Dufferin-Guelph Public Health,95.1,2005
2022-2023,Mumps,7,Windsor-Essex County Health Unit,91.5,2015
2022-2023,Mumps,17,Windsor-Essex County Health Unit,91.9,2005
2022-2023,Mumps,7,York Region Public Health,75.5,2015
2022-2023,Mumps,17,York Region Public Health,84.5,2005
2022-2023,Pertussis,7,Algoma Public Health,69.1,2015
2022-2023,Pertussis,17,Algoma Public Health,48.8,2005
2022-2023,Pertussis,7,Brant County Health Unit,87.3,2015
2022-2023,Pertussis,17,Brant County Health Unit,82.9,2005
2022-2023,Pertussis,7,Chatham-Kent Public Health,90.3,2015
2022-2023,Pertussis,17,Chatham-Kent Public Health,52.5,2005
2022-2023,Pertussis,7,City of Hamilton Public Health Services,71.0,2015
2022-2023,Pertussis,17,City of Hamilton Public Health Services,56.0,2005
2022-2023,Pertussis,7,Durham Region Health Department,80.9,2015
2022-2023,Pertussis,17,Durham Region Health Department,56.9,2005
2022-2023,Pertussis,7,Eastern Ontario Health Unit,75.0,2015
2022-2023,Pertussis,17,Eastern Ontario Health Unit,37.4,2005
2022-2023,Pertussis,7,Grand Erie Public Health,89.0,2015
2022-2023,Pertussis,17,Grand Erie Public Health,78.2,2005
2022-2023,Pertussis,7,Grey Bruce Health Unit,85.3,2015
2022-2023,Pertussis,17,Grey Bruce Health Unit,67.3,2005
2022-2023,Pertussis,7,Grey Bruce Public Health,83.7,2015
2022-2023,Pertussis,17,Grey Bruce Public Health,67.2,2005
2022-2023,Pertussis,7,Haldimand-Norfolk Health Unit,90.5,2015
2022-2023,Pertussis,17,Haldimand-Norfolk Health Unit,71.9,2005
2022-2023,Pertussis,7,"Haliburton, Kawartha, Pine Ridge District Health Unit",82.2,2015
2022-2023,Pertussis,17,"Haliburton, Kawartha, Pine Ridge District Health Unit",30.6,2005
2022-2023,Pertussis,7,Halton Region Public Health,34.1,2015
2022-2023,Pertussis,17,Halton Region Public Health,38.5,2005
2022-2023,Pertussis,7,Hastings Prince Edward Public Health,90.1,2015
2022-2023,Pertussis,17,Hastings Prince Edward Public Health,70.1,2005
2022-2023,Pertussis,7,Huron Perth Public Health,84.2,2015
2022-2023,Pertussis,17,Huron Perth Public Health,72.0,2005
2022-2023,Pertussis,7,"Kingston, Frontenac and Lennox & Addington Public Health",95.3,2015
2022-2023,Pertussis,17,"Kingston, Frontenac and Lennox & Addington Public Health",85.9,2005
2022-2023,Pertussis,7,Lakelands Public Health,76.5,2015
2022-2023,Pertussis,17,Lakelands Public Health,35.7,2005
2022-2023,Pertussis,7,Lambton Public Health,83.9,2015
2022-2023,Pertussis,17,Lambton Public Health,59.5,2005
2022-2023,Pertussis,7,"Leeds, Grenville & Lanark District Health Unit",63.4,2015
2022-2023,Pertussis,17,"Leeds, Grenville & Lanark District Health Unit",28.6,2005
2022-2023,Pertussis,7,Middlesex-London Health Unit,90.2,2015
2022-2023,Pertussis,17,Middlesex-London Health Unit,68.0,2005
2022-2023,Pertussis,7,Niagara Region Public Health,85.3,2015
2022-2023,Pertussis,17,Niagara Region Public Health,73.2,2005
2022-2023,Pertussis,7,North Bay Parry Sound District Health Unit,83.5,2015
2022-2023,Pertussis,17,North Bay Parry Sound District Health Unit,67.6,2005
2022-2023,Pertussis,7,Northeastern Public Health,88.6,2015
2022-2023,Pertussis,17,Northeastern Public Health,83.4,2005
2022-2023,Pertussis,7,Northwestern Health Unit,93.6,2015
2022-2023,Pertussis,17,Northwestern Health Unit,85.4,2005
2022-2023,Pertussis,7,Ontario,73.5,2015
2022-2023,Pertussis,17,Ontario,56.9,2005
2022-2023,Pertussis,7,Ottawa Public Health,80.6,2015
2022-2023,Pertussis,17,Ottawa Public Health,68.6,2005
2022-2023,Pertussis,7,Peel Public Health,65.0,2015
2022-2023,Pertussis,17,Peel Public Health,58.0,2005
2022-2023,Pertussis,7,Peterborough Public Health,66.2,2015
2022-2023,Pertussis,17,Peterborough Public Health,42.8,2005
2022-2023,Pertussis,7,Porcupine Health Unit,87.9,2015
2022-2023,Pertussis,17,Porcupine Health Unit,83.6,2005
2022-2023,Pertussis,7,Public Health Sudbury & Districts,82.8,2015
2022-2023,Pertussis,17,Public Health Sudbury & Districts,77.7,2005
2022-2023,Pertussis,7,Region of Waterloo Public Health and Emergency Services,81.4,2015
2022-2023,Pertussis,17,Region of Waterloo Public Health and Emergency Services,61.2,2005
2022-2023,Pertussis,7,Region of Waterloo Public Health and Paramedic Services,80.3,2015
2022-2023,Pertussis,17,Region of Waterloo Public Health and Paramedic Services,61.1,2005
2022-2023,Pertussis,7,Renfrew County and District Health Unit,83.7,2015
2022-2023,Pertussis,17,Renfrew County and District Health Unit,73.3,2005
2022-2023,Pertussis,7,Simcoe Muskoka District Health Unit,76.4,2015
2022-2023,Pertussis,17,Simcoe Muskoka District Health Unit,44.8,2005
2022-2023,Pertussis,7,Southeast Public Health,85.4,2015
2022-2023,Pertussis,17,Southeast Public Health,63.0,2005
2022-2023,Pertussis,7,Southwestern Public Health,87.8,2015
2022-2023,Pertussis,17,Southwestern Public Health,67.8,2005
2022-2023,Pertussis,7,Thunder Bay District Health Unit,74.8,2015
2022-2023,Pertussis,17,Thunder Bay District Health Unit,68.7,2005
2022-2023,Pertussis,7,Timiskaming Health Unit,87.6,2015
2022-2023,Pertussis,17,Timiskaming Health Unit,82.6,2005
2022-2023,Pertussis,7,Toronto Public Health,57.0,2015
2022-2023,Pertussis,17,Toronto Public Health,53.8,2005
2022-2023,Pertussis,7,Wellington-Dufferin-Guelph Public Health,87.6,2015
2022-2023,Pertussis,17,Wellington-Dufferin-Guelph Public Health,82.1,2005
2022-2023,Pertussis,7,Windsor-Essex County Health Unit,90.4,2015
2022-2023,Pertussis,17,Windsor-Essex County Health Unit,75.2,2005
2022-2023,Pertussis,7,York Region Public Health,74.6,2015
2022-2023,Pertussis,17,York Region Public Health,33.3,2005
2022-2023,Pneumo,7,Algoma Public Health,90.2,2015
2022-2023,Pneumo,7,Brant County Health Unit,80.5,2015
2022-2023,Pneumo,7,Chatham-Kent Public Health,86.9,2015
2022-2023,Pneumo,7,City of Hamilton Public Health Services,79.8,2015
2022-2023,Pneumo,7,Durham Region Health Department,86.1,2015
2022-2023,Pneumo,7,Eastern Ontario Health Unit,88.6,2015
2022-2023,Pneumo,7,Grand Erie Public Health,79.4,2015
2022-2023,Pneumo,7,Grey Bruce Health Unit,90.4,2015
2022-2023,Pneumo,7,Grey Bruce Public Health,90.1,2015
2022-2023,Pneumo,7,Haldimand-Norfolk Health Unit,77.1,2015
2022-2023,Pneumo,7,"Haliburton, Kawartha, Pine Ridge District Health Unit",88.3,2015
2022-2023,Pneumo,7,Halton Region Public Health,60.6,2015
2022-2023,Pneumo,7,Hastings Prince Edward Public Health,93.1,2015
2022-2023,Pneumo,7,Huron Perth Public Health,88.1,2015
2022-2023,Pneumo,7,"Kingston, Frontenac and Lennox & Addington Public Health",93.6,2015
2022-2023,Pneumo,7,Lakelands Public Health,84.2,2015
2022-2023,Pneumo,7,Lambton Public Health,85.6,2015
2022-2023,Pneumo,7,"Leeds, Grenville & Lanark District Health Unit",84.1,2015
2022-2023,Pneumo,7,Middlesex-London Health Unit,83.8,2015
2022-2023,Pneumo,7,Niagara Region Public Health,86.1,2015
2022-2023,Pneumo,7,North Bay Parry Sound District Health Unit,91.5,2015
2022-2023,Pneumo,7,Northeastern Public Health,92.6,2015
2022-2023,Pneumo,7,Northwestern Health Unit,91.8,2015
2022-2023,Pneumo,7,Ontario,77.9,2015
2022-2023,Pneumo,7,Ottawa Public Health,82.8,2015
2022-2023,Pneumo,7,Peel Public Health,72.6,2015
2022-2023,Pneumo,7,Peterborough Public Health,77.1,2015
2022-2023,Pneumo,7,Porcupine Health Unit,92.0,2015
2022-2023,Pneumo,7,Public Health Sudbury & Districts,90.5,2015
2022-2023,Pneumo,7,Region of Waterloo Public Health and Emergency Services,83.2,2015
2022-2023,Pneumo,7,Region of Waterloo Public Health and Paramedic Services,82.4,2015
2022-2023,Pneumo,7,Renfrew County and District Health Unit,91.2,2015
2022-2023,Pneumo,7,Simcoe Muskoka District Health Unit,83.0,2015
2022-2023,Pneumo,7,Southeast Public Health,91.7,2015
2022-2023,Pneumo,7,Southwestern Public Health,83.9,2015
2022-2023,Pneumo,7,Thunder Bay District Health Unit,84.0,2015
2022-2023,Pneumo,7,Timiskaming Health Unit,93.1,2015
2022-2023,Pneumo,7,Toronto Public Health,60.4,2015
2022-2023,Pneumo,7,Wellington-Dufferin-Guelph Public Health,85.3,2015
2022-2023,Pneumo,7,Windsor-Essex County Health Unit,82.5,2015
2022-2023,Pneumo,7,York Region Public Health,75.7,2015
2022-2023,Polio,7,Algoma Public Health,68.4,2015
2022-2023,Polio,17,Algoma Public Health,94.2,2005
2022-2023,Polio,7,Brant County Health Unit,88.4,2015
2022-2023,Polio,17,Brant County Health Unit,93.5,2005
2022-2023,Polio,7,Chatham-Kent Public Health,90.4,2015
2022-2023,Polio,17,Chatham-Kent Public Health,95.2,2005
2022-2023,Polio,7,City of Hamilton Public Health Services,71.1,2015
2022-2023,Polio,17,City of Hamilton Public Health Services,90.6,2005
2022-2023,Polio,7,Durham Region Health Department,81.0,2015
2022-2023,Polio,17,Durham Region Health Department,94.2,2005
2022-2023,Polio,7,Eastern Ontario Health Unit,75.1,2015
2022-2023,Polio,17,Eastern Ontario Health Unit,87.1,2005
2022-2023,Polio,7,Grand Erie Public Health,89.5,2015
2022-2023,Polio,17,Grand Erie Public Health,89.1,2005
2022-2023,Polio,7,Grey Bruce Health Unit,85.5,2015
2022-2023,Polio,17,Grey Bruce Health Unit,93.1,2005
2022-2023,Polio,7,Grey Bruce Public Health,84.1,2015
2022-2023,Polio,17,Grey Bruce Public Health,93.1,2005
2022-2023,Polio,7,Haldimand-Norfolk Health Unit,90.8,2015
2022-2023,Polio,17,Haldimand-Norfolk Health Unit,83.4,2005
2022-2023,Polio,7,"Haliburton, Kawartha, Pine Ridge District Health Unit",82.4,2015
2022-2023,Polio,17,"Haliburton, Kawartha, Pine Ridge District Health Unit",91.8,2005
2022-2023,Polio,7,Halton Region Public Health,32.9,2015
2022-2023,Polio,17,Halton Region Public Health,92.8,2005
2022-2023,Polio,7,Hastings Prince Edward Public Health,90.2,2015
2022-2023,Polio,17,Hastings Prince Edward Public Health,94.8,2005
2022-2023,Polio,7,Huron Perth Public Health,84.2,2015
2022-2023,Polio,17,Huron Perth Public Health,92.6,2005
2022-2023,Polio,7,"Kingston, Frontenac and Lennox & Addington Public Health",95.6,2015
2022-2023,Polio,17,"Kingston, Frontenac and Lennox & Addington Public Health",96.6,2005
2022-2023,Polio,7,Lakelands Public Health,76.7,2015
2022-2023,Polio,17,Lakelands Public Health,92.4,2005
2022-2023,Polio,7,Lambton Public Health,83.7,2015
2022-2023,Polio,17,Lambton Public Health,96.3,2005
2022-2023,Polio,7,"Leeds, Grenville & Lanark District Health Unit",63.5,2015
2022-2023,Polio,17,"Leeds, Grenville & Lanark District Health Unit",82.4,2005
2022-2023,Polio,7,Middlesex-London Health Unit,89.8,2015
2022-2023,Polio,17,Middlesex-London Health Unit,89.0,2005
2022-2023,Polio,7,Niagara Region Public Health,84.7,2015
2022-2023,Polio,17,Niagara Region Public Health,93.2,2005
2022-2023,Polio,7,North Bay Parry Sound District Health Unit,83.8,2015
2022-2023,Polio,17,North Bay Parry Sound District Health Unit,94.1,2005
2022-2023,Polio,7,Northeastern Public Health,88.8,2015
2022-2023,Polio,17,Northeastern Public Health,96.2,2005
2022-2023,Polio,7,Northwestern Health Unit,94.1,2015
2022-2023,Polio,17,Northwestern Health Unit,96.6,2005
2022-2023,Polio,7,Ontario,73.1,2015
2022-2023,Polio,17,Ontario,90.2,2005
2022-2023,Polio,7,Ottawa Public Health,80.5,2015
2022-2023,Polio,17,Ottawa Public Health,90.6,2005
2022-2023,Polio,7,Peel Public Health,63.0,2015
2022-2023,Polio,17,Peel Public Health,91.5,2005
2022-2023,Polio,7,Peterborough Public Health,66.6,2015
2022-2023,Polio,17,Peterborough Public Health,93.4,2005
2022-2023,Polio,7,Porcupine Health Unit,88.2,2015
2022-2023,Polio,17,Porcupine Health Unit,96.3,2005
2022-2023,Polio,7,Public Health Sudbury & Districts,83.2,2015
2022-2023,Polio,17,Public Health Sudbury & Districts,96.1,2005
2022-2023,Polio,7,Region of Waterloo Public Health and Emergency Services,81.0,2015
2022-2023,Polio,17,Region of Waterloo Public Health and Emergency Services,91.9,2005
2022-2023,Polio,7,Region of Waterloo Public Health and Paramedic Services,80.6,2015
2022-2023,Polio,17,Region of Waterloo Public Health and Paramedic Services,91.9,2005
2022-2023,Polio,7,Renfrew County and District Health Unit,83.8,2015
2022-2023,Polio,17,Renfrew County and District Health Unit,95.9,2005
2022-2023,Polio,7,Simcoe Muskoka District Health Unit,76.4,2015
2022-2023,Polio,17,Simcoe Muskoka District Health Unit,93.2,2005
2022-2023,Polio,7,Southeast Public Health,85.2,2015
2022-2023,Polio,17,Southeast Public Health,91.5,2005
2022-2023,Polio,7,Southwestern Public Health,87.8,2015
2022-2023,Polio,17,Southwestern Public Health,92.6,2005
2022-2023,Polio,7,Thunder Bay District Health Unit,75.7,2015
2022-2023,Polio,17,Thunder Bay District Health Unit,93.0,2005
2022-2023,Polio,7,Timiskaming Health Unit,88.4,2015
2022-2023,Polio,17,Timiskaming Health Unit,96.6,2005
2022-2023,Polio,7,Toronto Public Health,56.4,2015
2022-2023,Polio,17,Toronto Public Health,87.2,2005
2022-2023,Polio,7,Wellington-Dufferin-Guelph Public Health,87.7,2015
2022-2023,Polio,17,Wellington-Dufferin-Guelph Public Health,93.3,2005
2022-2023,Polio,7,Windsor-Essex County Health Unit,90.4,2015
2022-2023,Polio,17,Windsor-Essex County Health Unit,89.0,2005
2022-2023,Polio,7,York Region Public Health,74.5,2015
2022-2023,Polio,17,York Region Public Health,82.2,2005
2022-2023,Rota,7,Algoma Public Health,82.0,2015
2022-2023,Rota,7,Brant County Health Unit,73.4,2015
2022-2023,Rota,7,Chatham-Kent Public Health,82.6,2015
2022-2023,Rota,7,City of Hamilton Public Health Services,76.3,2015
2022-2023,Rota,7,Durham Region Health Department,83.5,2015
2022-2023,Rota,7,Eastern Ontario Health Unit,82.0,2015
2022-2023,Rota,7,Grand Erie Public Health,72.9,2015
2022-2023,Rota,7,Grey Bruce Health Unit,81.6,2015
2022-2023,Rota,7,Grey Bruce Public Health,81.6,2015
2022-2023,Rota,7,Haldimand-Norfolk Health Unit,71.9,2015
2022-2023,Rota,7,"Haliburton, Kawartha, Pine Ridge District Health Unit",82.1,2015
2022-2023,Rota,7,Halton Region Public Health,61.0,2015
2022-2023,Rota,7,Hastings Prince Edward Public Health,80.2,2015
