public_health_unit,outcome,surveillance_period,surveillance_week,start_of_time_period,end_of_time_period,number,population,number_per_100_000_population
Toronto Public Health,COVID-19 deaths,2023-24,49,2023-12-03,2023-12-09,19,3130201,0.6069897747780414
Toronto Public Health,COVID-19 hospital ICU bed occupancy (total),2023-24,49,2023-12-03,2023-12-09,28,3130201,0.8945112470413242
Toronto Public Health,COVID-19 hospital admissions,2023-24,49,2023-12-03,2023-12-09,120,3130201,3.833619630177104
Toronto Public Health,COVID-19 hospital bed occupancy (due to infection),2023-24,49,2023-12-03,2023-12-09,166,3130201,5.303173821744993
Toronto Public Health,COVID-19 hospital bed occupancy (total),2023-24,49,2023-12-03,2023-12-09,383,3130201,12.235635986315256
Toronto Public Health,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2023-24,49,2023-12-03,2023-12-09,481,3130201,15.366425350959892
Toronto Public Health,Influenza hospital ICU bed occupancy (total),2023-24,49,2023-12-03,2023-12-09,2,3130201,0.0638936605029517
Toronto Public Health,Influenza hospital admissions,2023-24,49,2023-12-03,2023-12-09,50,3130201,1.597341512573793
Toronto Public Health,Influenza hospital bed occupancy (due to infection),2023-24,49,2023-12-03,2023-12-09,24,3130201,0.7667239260354207
Toronto Public Health,Influenza hospital bed occupancy (total),2023-24,49,2023-12-03,2023-12-09,47,3130201,1.5015010218193656
Toronto Public Health,RSV hospital admissions,2023-24,49,2023-12-03,2023-12-09,37,3130201,1.182032719304607
Toronto Public Health,RSV hospital bed occupancy (total),2023-24,49,2023-12-03,2023-12-09,50,3130201,1.597341512573793
Wellington-Dufferin-Guelph Public Health,COVID-19 deaths,2023-24,49,2023-12-03,2023-12-09,1,332487,0.300763638879114
Wellington-Dufferin-Guelph Public Health,COVID-19 hospital ICU bed occupancy (total),2023-24,49,2023-12-03,2023-12-09,1,332487,0.300763638879114
Wellington-Dufferin-Guelph Public Health,COVID-19 hospital admissions,2023-24,49,2023-12-03,2023-12-09,19,332487,5.714509138703168
Wellington-Dufferin-Guelph Public Health,COVID-19 hospital bed occupancy (due to infection),2023-24,49,2023-12-03,2023-12-09,15,332487,4.511454583186711
Wellington-Dufferin-Guelph Public Health,COVID-19 hospital bed occupancy (total),2023-24,49,2023-12-03,2023-12-09,22,332487,6.6168000553405095
Wellington-Dufferin-Guelph Public Health,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2023-24,49,2023-12-03,2023-12-09,29,332487,8.722145527494309
Wellington-Dufferin-Guelph Public Health,Influenza hospital ICU bed occupancy (total),2023-24,49,2023-12-03,2023-12-09,0,332487,0.0
Wellington-Dufferin-Guelph Public Health,Influenza hospital admissions,2023-24,49,2023-12-03,2023-12-09,12,332487,3.6091636665493687
Wellington-Dufferin-Guelph Public Health,Influenza hospital bed occupancy (due to infection),2023-24,49,2023-12-03,2023-12-09,5,332487,1.5038181943955702
Wellington-Dufferin-Guelph Public Health,Influenza hospital bed occupancy (total),2023-24,49,2023-12-03,2023-12-09,5,332487,1.5038181943955702
Wellington-Dufferin-Guelph Public Health,RSV hospital admissions,2023-24,49,2023-12-03,2023-12-09,3,332487,0.9022909166373422
Wellington-Dufferin-Guelph Public Health,RSV hospital bed occupancy (total),2023-24,49,2023-12-03,2023-12-09,2,332487,0.6015272777582281
Windsor-Essex County Health Unit,COVID-19 deaths,2023-24,49,2023-12-03,2023-12-09,0,468933,0.0
Windsor-Essex County Health Unit,COVID-19 hospital admissions,2023-24,49,2023-12-03,2023-12-09,1,468933,0.2132500805019054
Windsor-Essex County Health Unit,COVID-19 hospital bed occupancy (due to infection),2023-24,49,2023-12-03,2023-12-09,1,468933,0.2132500805019054
Windsor-Essex County Health Unit,COVID-19 hospital bed occupancy (total),2023-24,49,2023-12-03,2023-12-09,11,468933,2.3457508855209595
Windsor-Essex County Health Unit,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2023-24,49,2023-12-03,2023-12-09,11,468933,2.3457508855209595
Windsor-Essex County Health Unit,Influenza hospital admissions,2023-24,49,2023-12-03,2023-12-09,0,468933,0.0
Windsor-Essex County Health Unit,Influenza hospital bed occupancy (due to infection),2023-24,49,2023-12-03,2023-12-09,0,468933,0.0
Windsor-Essex County Health Unit,Influenza hospital bed occupancy (total),2023-24,49,2023-12-03,2023-12-09,0,468933,0.0
Windsor-Essex County Health Unit,RSV hospital admissions,2023-24,49,2023-12-03,2023-12-09,0,468933,0.0
Windsor-Essex County Health Unit,RSV hospital bed occupancy (total),2023-24,49,2023-12-03,2023-12-09,0,468933,0.0
York Region Public Health,COVID-19 deaths,2023-24,49,2023-12-03,2023-12-09,4,1252571,0.3193431749577469
York Region Public Health,COVID-19 hospital ICU bed occupancy (total),2023-24,49,2023-12-03,2023-12-09,4,1252571,0.3193431749577469
York Region Public Health,COVID-19 hospital admissions,2023-24,49,2023-12-03,2023-12-09,59,1252571,4.710311830626766
York Region Public Health,COVID-19 hospital bed occupancy (due to infection),2023-24,49,2023-12-03,2023-12-09,40,1252571,3.193431749577469
York Region Public Health,COVID-19 hospital bed occupancy (total),2023-24,49,2023-12-03,2023-12-09,95,1252571,7.584400405246489
York Region Public Health,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2023-24,49,2023-12-03,2023-12-09,126,1252571,10.059310011169028
York Region Public Health,Influenza hospital ICU bed occupancy (total),2023-24,49,2023-12-03,2023-12-09,1,1252571,0.0798357937394367
York Region Public Health,Influenza hospital admissions,2023-24,49,2023-12-03,2023-12-09,20,1252571,1.5967158747887344
York Region Public Health,Influenza hospital bed occupancy (due to infection),2023-24,49,2023-12-03,2023-12-09,4,1252571,0.3193431749577469
York Region Public Health,Influenza hospital bed occupancy (total),2023-24,49,2023-12-03,2023-12-09,12,1252571,0.9580295248732408
York Region Public Health,RSV hospital admissions,2023-24,49,2023-12-03,2023-12-09,13,1252571,1.0378653186126776
York Region Public Health,RSV hospital bed occupancy (total),2023-24,49,2023-12-03,2023-12-09,19,1252571,1.516880081049298
City of Hamilton Public Health Services,COVID-19 deaths,2023-24,48,2023-11-26,2023-12-02,0,616455,0.0
City of Hamilton Public Health Services,COVID-19 hospital ICU bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,7,616455,1.135524896383353
City of Hamilton Public Health Services,COVID-19 hospital admissions,2023-24,48,2023-11-26,2023-12-02,42,616455,6.813149378300119
City of Hamilton Public Health Services,COVID-19 hospital bed occupancy (due to infection),2023-24,48,2023-11-26,2023-12-02,6,616455,0.973307054042874
City of Hamilton Public Health Services,COVID-19 hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,91,616455,14.761823652983592
City of Hamilton Public Health Services,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2023-24,48,2023-11-26,2023-12-02,133,616455,21.57497303128371
City of Hamilton Public Health Services,Influenza hospital ICU bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,0,616455,0.0
City of Hamilton Public Health Services,Influenza hospital admissions,2023-24,48,2023-11-26,2023-12-02,4,616455,0.6488713693619161
City of Hamilton Public Health Services,Influenza hospital bed occupancy (due to infection),2023-24,48,2023-11-26,2023-12-02,4,616455,0.6488713693619161
City of Hamilton Public Health Services,Influenza hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,8,616455,1.2977427387238325
City of Hamilton Public Health Services,RSV hospital admissions,2023-24,48,2023-11-26,2023-12-02,34,616455,5.515406639576288
City of Hamilton Public Health Services,RSV hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,33,616455,5.353188797235807
Durham Region Health Department,COVID-19 deaths,2023-24,48,2023-11-26,2023-12-02,1,767508,0.1302918015186812
Durham Region Health Department,COVID-19 hospital ICU bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,6,767508,0.7817508091120875
Durham Region Health Department,COVID-19 hospital admissions,2023-24,48,2023-11-26,2023-12-02,32,767508,4.169337648597799
Durham Region Health Department,COVID-19 hospital bed occupancy (due to infection),2023-24,48,2023-11-26,2023-12-02,17,767508,2.214960625817581
Durham Region Health Department,COVID-19 hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,74,767508,9.641593312382412
Durham Region Health Department,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2023-24,48,2023-11-26,2023-12-02,75,767508,9.771885113901092
Durham Region Health Department,Influenza hospital ICU bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,0,767508,0.0
Durham Region Health Department,Influenza hospital admissions,2023-24,48,2023-11-26,2023-12-02,0,767508,0.0
Durham Region Health Department,Influenza hospital bed occupancy (due to infection),2023-24,48,2023-11-26,2023-12-02,0,767508,0.0
Durham Region Health Department,Influenza hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,0,767508,0.0
Durham Region Health Department,RSV hospital admissions,2023-24,48,2023-11-26,2023-12-02,0,767508,0.0
Durham Region Health Department,RSV hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,0,767508,0.0
Eastern Ontario Health Unit,COVID-19 deaths,2023-24,48,2023-11-26,2023-12-02,3,229014,1.3099635830123924
Eastern Ontario Health Unit,COVID-19 hospital ICU bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,2,229014,0.8733090553415948
Eastern Ontario Health Unit,COVID-19 hospital admissions,2023-24,48,2023-11-26,2023-12-02,13,229014,5.676508859720367
Eastern Ontario Health Unit,COVID-19 hospital bed occupancy (due to infection),2023-24,48,2023-11-26,2023-12-02,16,229014,6.986472442732758
Eastern Ontario Health Unit,COVID-19 hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,31,229014,13.53629035779472
Eastern Ontario Health Unit,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2023-24,48,2023-11-26,2023-12-02,33,229014,14.409599413136316
Eastern Ontario Health Unit,Influenza hospital ICU bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,0,229014,0.0
Eastern Ontario Health Unit,Influenza hospital admissions,2023-24,48,2023-11-26,2023-12-02,3,229014,1.3099635830123924
Eastern Ontario Health Unit,Influenza hospital bed occupancy (due to infection),2023-24,48,2023-11-26,2023-12-02,0,229014,0.0
Eastern Ontario Health Unit,Influenza hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,1,229014,0.4366545276707974
Eastern Ontario Health Unit,RSV hospital admissions,2023-24,48,2023-11-26,2023-12-02,0,229014,0.0
Eastern Ontario Health Unit,RSV hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,2,229014,0.8733090553415948
Grand Erie Public Health,COVID-19 deaths,2023-24,48,2023-11-26,2023-12-02,4,296036,1.351187017795133
Grand Erie Public Health,COVID-19 hospital ICU bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,2,296036,0.6755935088975665
Grand Erie Public Health,COVID-19 hospital admissions,2023-24,48,2023-11-26,2023-12-02,16,296036,5.404748071180532
Grand Erie Public Health,COVID-19 hospital bed occupancy (due to infection),2023-24,48,2023-11-26,2023-12-02,17,296036,5.742544825629316
Grand Erie Public Health,COVID-19 hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,47,296036,15.876447459092812
Grand Erie Public Health,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2023-24,48,2023-11-26,2023-12-02,50,296036,16.88983772243916
Grand Erie Public Health,Influenza hospital ICU bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,0,296036,0.0
Grand Erie Public Health,Influenza hospital admissions,2023-24,48,2023-11-26,2023-12-02,1,296036,0.3377967544487832
Grand Erie Public Health,Influenza hospital bed occupancy (due to infection),2023-24,48,2023-11-26,2023-12-02,0,296036,0.0
Grand Erie Public Health,Influenza hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,0,296036,0.0
Grand Erie Public Health,RSV hospital admissions,2023-24,48,2023-11-26,2023-12-02,5,296036,1.6889837722439165
Grand Erie Public Health,RSV hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,2,296036,0.6755935088975665
Grey Bruce Health Unit,COVID-19 deaths,2023-24,48,2023-11-26,2023-12-02,1,188295,0.5310815475716296
Grey Bruce Health Unit,COVID-19 hospital ICU bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,3,188295,1.593244642714889
Grey Bruce Health Unit,COVID-19 hospital admissions,2023-24,48,2023-11-26,2023-12-02,8,188295,4.248652380573037
Grey Bruce Health Unit,COVID-19 hospital bed occupancy (due to infection),2023-24,48,2023-11-26,2023-12-02,7,188295,3.7175708330014072
Grey Bruce Health Unit,COVID-19 hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,19,188295,10.090549403860964
Grey Bruce Health Unit,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2023-24,48,2023-11-26,2023-12-02,21,188295,11.152712499004222
Grey Bruce Health Unit,Influenza hospital ICU bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,0,188295,0.0
Grey Bruce Health Unit,Influenza hospital admissions,2023-24,48,2023-11-26,2023-12-02,0,188295,0.0
Grey Bruce Health Unit,Influenza hospital bed occupancy (due to infection),2023-24,48,2023-11-26,2023-12-02,0,188295,0.0
Grey Bruce Health Unit,Influenza hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,0,188295,0.0
Grey Bruce Health Unit,RSV hospital admissions,2023-24,48,2023-11-26,2023-12-02,3,188295,1.593244642714889
Grey Bruce Health Unit,RSV hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,2,188295,1.0621630951432592
Halton Region Public Health,COVID-19 deaths,2023-24,48,2023-11-26,2023-12-02,3,644520,0.4654626698938744
Halton Region Public Health,COVID-19 hospital ICU bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,1,644520,0.1551542232979581
Halton Region Public Health,COVID-19 hospital admissions,2023-24,48,2023-11-26,2023-12-02,25,644520,3.8788555824489546
Halton Region Public Health,COVID-19 hospital bed occupancy (due to infection),2023-24,48,2023-11-26,2023-12-02,13,644520,2.017004902873456
Halton Region Public Health,COVID-19 hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,34,644520,5.275243592130578
Halton Region Public Health,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2023-24,48,2023-11-26,2023-12-02,41,644520,6.361323155216285
Halton Region Public Health,Influenza hospital ICU bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,0,644520,0.0
Halton Region Public Health,Influenza hospital admissions,2023-24,48,2023-11-26,2023-12-02,3,644520,0.4654626698938744
Halton Region Public Health,Influenza hospital bed occupancy (due to infection),2023-24,48,2023-11-26,2023-12-02,1,644520,0.1551542232979581
Halton Region Public Health,Influenza hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,2,644520,0.3103084465959163
Halton Region Public Health,RSV hospital admissions,2023-24,48,2023-11-26,2023-12-02,6,644520,0.9309253397877488
Halton Region Public Health,RSV hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,5,644520,0.7757711164897908
Huron Perth Public Health,COVID-19 deaths,2023-24,48,2023-11-26,2023-12-02,1,153738,0.6504572714618376
Huron Perth Public Health,COVID-19 hospital ICU bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,1,153738,0.6504572714618376
Huron Perth Public Health,COVID-19 hospital admissions,2023-24,48,2023-11-26,2023-12-02,9,153738,5.854115443156539
Huron Perth Public Health,COVID-19 hospital bed occupancy (due to infection),2023-24,48,2023-11-26,2023-12-02,4,153738,2.6018290858473505
Huron Perth Public Health,COVID-19 hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,6,153738,3.902743628771026
Huron Perth Public Health,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2023-24,48,2023-11-26,2023-12-02,8,153738,5.203658171694701
Huron Perth Public Health,Influenza hospital ICU bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,0,153738,0.0
Huron Perth Public Health,Influenza hospital admissions,2023-24,48,2023-11-26,2023-12-02,1,153738,0.6504572714618376
Huron Perth Public Health,Influenza hospital bed occupancy (due to infection),2023-24,48,2023-11-26,2023-12-02,0,153738,0.0
Huron Perth Public Health,Influenza hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,0,153738,0.0
Huron Perth Public Health,RSV hospital admissions,2023-24,48,2023-11-26,2023-12-02,2,153738,1.3009145429236753
Huron Perth Public Health,RSV hospital bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,1,153738,0.6504572714618376
Lakelands Public Health,COVID-19 deaths,2023-24,48,2023-11-26,2023-12-02,3,363641,0.8249894813841123
Lakelands Public Health,COVID-19 hospital ICU bed occupancy (total),2023-24,48,2023-11-26,2023-12-02,4,363641,1.0999859751788164
