Public_health_unit,Antigen,Age,Year,Coverage
Region of Waterloo Public Health and Emergency Services,Mumps,17,2020-2021,95.2
Region of Waterloo Public Health and Emergency Services,Mumps,7,2020-2021,82.6
Region of Waterloo Public Health and Emergency Services,Pertussis,17,2020-2021,71.8
Region of Waterloo Public Health and Emergency Services,Pertussis,7,2020-2021,83
Region of Waterloo Public Health and Emergency Services,Pneumo,7,2020-2021,82.1
Region of Waterloo Public Health and Emergency Services,Polio,17,2020-2021,93.9
Region of Waterloo Public Health and Emergency Services,Polio,7,2020-2021,83.5
Region of Waterloo Public Health and Emergency Services,Rota,7,2020-2021,71.8
Region of Waterloo Public Health and Emergency Services,Rubella,17,2020-2021,96.9
Region of Waterloo Public Health and Emergency Services,Rubella,7,2020-2021,96.4
Region of Waterloo Public Health and Emergency Services,Tetanus,17,2020-2021,71.1
Region of Waterloo Public Health and Emergency Services,Tetanus,7,2020-2021,83
Region of Waterloo Public Health and Emergency Services,Varicella,7,2020-2021,79.6
Region of Waterloo Public Health and Emergency Services,Diphtheria,17,2021-2022,54.3
Region of Waterloo Public Health and Emergency Services,Diphtheria,7,2021-2022,80.4
Region of Waterloo Public Health and Emergency Services,HPV,12,2021-2022,31.5
Region of Waterloo Public Health and Emergency Services,HPV,17,2021-2022,60.6
Region of Waterloo Public Health and Emergency Services,HepB,12,2021-2022,43.8
Region of Waterloo Public Health and Emergency Services,HepB,17,2021-2022,75.1
Region of Waterloo Public Health and Emergency Services,Hib,7,2021-2022,85.1
Region of Waterloo Public Health and Emergency Services,MCC,7,2021-2022,93.1
Region of Waterloo Public Health and Emergency Services,MCV4,12,2021-2022,88.5
Region of Waterloo Public Health and Emergency Services,MCV4,17,2021-2022,91.2
Region of Waterloo Public Health and Emergency Services,Measles,17,2021-2022,93.7
Region of Waterloo Public Health and Emergency Services,Measles,7,2021-2022,81.1
Region of Waterloo Public Health and Emergency Services,Mumps,17,2021-2022,93.6
Region of Waterloo Public Health and Emergency Services,Mumps,7,2021-2022,80.7
Region of Waterloo Public Health and Emergency Services,Pertussis,17,2021-2022,55.1
Region of Waterloo Public Health and Emergency Services,Pertussis,7,2021-2022,80.3
Region of Waterloo Public Health and Emergency Services,Pneumo,7,2021-2022,82.5
Region of Waterloo Public Health and Emergency Services,Polio,17,2021-2022,92.2
Region of Waterloo Public Health and Emergency Services,Polio,7,2021-2022,80.8
Region of Waterloo Public Health and Emergency Services,Rota,7,2021-2022,74.2
Region of Waterloo Public Health and Emergency Services,Rubella,17,2021-2022,95.4
Region of Waterloo Public Health and Emergency Services,Rubella,7,2021-2022,95.3
Region of Waterloo Public Health and Emergency Services,Tetanus,17,2021-2022,54.3
Region of Waterloo Public Health and Emergency Services,Tetanus,7,2021-2022,80.4
Region of Waterloo Public Health and Emergency Services,Varicella,7,2021-2022,78
Region of Waterloo Public Health and Emergency Services,Diphtheria,17,2022-2023,60.7
Region of Waterloo Public Health and Emergency Services,Diphtheria,7,2022-2023,81.5
Region of Waterloo Public Health and Emergency Services,HPV,12,2022-2023,63.2
Region of Waterloo Public Health and Emergency Services,HPV,17,2022-2023,65.9
Region of Waterloo Public Health and Emergency Services,HepB,12,2022-2023,72.8
Region of Waterloo Public Health and Emergency Services,HepB,17,2022-2023,76.4
Region of Waterloo Public Health and Emergency Services,Hib,7,2022-2023,84.9
Region of Waterloo Public Health and Emergency Services,MCC,7,2022-2023,90.9
Region of Waterloo Public Health and Emergency Services,MCV4,12,2022-2023,91.5
Region of Waterloo Public Health and Emergency Services,MCV4,17,2022-2023,92.6
Region of Waterloo Public Health and Emergency Services,Measles,17,2022-2023,93.9
Region of Waterloo Public Health and Emergency Services,Measles,7,2022-2023,81.7
Region of Waterloo Public Health and Emergency Services,Mumps,17,2022-2023,93.8
Region of Waterloo Public Health and Emergency Services,Mumps,7,2022-2023,81.4
Region of Waterloo Public Health and Emergency Services,Pertussis,17,2022-2023,61.2
Region of Waterloo Public Health and Emergency Services,Pertussis,7,2022-2023,81.4
Region of Waterloo Public Health and Emergency Services,Pneumo,7,2022-2023,83.2
Region of Waterloo Public Health and Emergency Services,Polio,17,2022-2023,91.9
Region of Waterloo Public Health and Emergency Services,Polio,7,2022-2023,81
Region of Waterloo Public Health and Emergency Services,Rota,7,2022-2023,77.3
Region of Waterloo Public Health and Emergency Services,Rubella,17,2022-2023,95.4
Region of Waterloo Public Health and Emergency Services,Rubella,7,2022-2023,94.8
Region of Waterloo Public Health and Emergency Services,Tetanus,17,2022-2023,60.8
Region of Waterloo Public Health and Emergency Services,Tetanus,7,2022-2023,81.5
Region of Waterloo Public Health and Emergency Services,Varicella,7,2022-2023,79.5
Region of Waterloo Public Health and Emergency Services,Diphtheria,17,2023-2024,75.9
Region of Waterloo Public Health and Emergency Services,Diphtheria,7,2023-2024,88
Region of Waterloo Public Health and Emergency Services,HPV,12,2023-2024,57.6
Region of Waterloo Public Health and Emergency Services,HPV,17,2023-2024,64.7
Region of Waterloo Public Health and Emergency Services,HepB,12,2023-2024,67.1
Region of Waterloo Public Health and Emergency Services,HepB,17,2023-2024,74.3
Region of Waterloo Public Health and Emergency Services,Hib,7,2023-2024,80.3
Region of Waterloo Public Health and Emergency Services,MCC,7,2023-2024,91.7
Region of Waterloo Public Health and Emergency Services,MCV4,12,2023-2024,87.3
Region of Waterloo Public Health and Emergency Services,MCV4,17,2023-2024,92.3
Region of Waterloo Public Health and Emergency Services,Measles,17,2023-2024,94.4
Region of Waterloo Public Health and Emergency Services,Measles,7,2023-2024,88.1
Region of Waterloo Public Health and Emergency Services,Mumps,17,2023-2024,94.2
Region of Waterloo Public Health and Emergency Services,Mumps,7,2023-2024,87.7
Region of Waterloo Public Health and Emergency Services,Pertussis,17,2023-2024,76.4
Region of Waterloo Public Health and Emergency Services,Pertussis,7,2023-2024,87.9
Region of Waterloo Public Health and Emergency Services,Pneumo,7,2023-2024,80.4
Region of Waterloo Public Health and Emergency Services,Polio,17,2023-2024,92.5
Region of Waterloo Public Health and Emergency Services,Polio,7,2023-2024,85.5
Region of Waterloo Public Health and Emergency Services,Rota,7,2023-2024,75.3
Region of Waterloo Public Health and Emergency Services,Rubella,17,2023-2024,96.1
Region of Waterloo Public Health and Emergency Services,Rubella,7,2023-2024,94.2
Region of Waterloo Public Health and Emergency Services,Tetanus,17,2023-2024,75.9
Region of Waterloo Public Health and Emergency Services,Tetanus,7,2023-2024,88
Region of Waterloo Public Health and Emergency Services,Varicella,7,2023-2024,86
Region of Waterloo Public Health and Emergency Services,Diphtheria,17,2024-2025,84.9
Region of Waterloo Public Health and Emergency Services,Diphtheria,7,2024-2025,90.3
Region of Waterloo Public Health and Emergency Services,HPV,12,2024-2025,52.2
Region of Waterloo Public Health and Emergency Services,HPV,17,2024-2025,47.9
Region of Waterloo Public Health and Emergency Services,HepB,12,2024-2025,63
Region of Waterloo Public Health and Emergency Services,HepB,17,2024-2025,56.6
Region of Waterloo Public Health and Emergency Services,Hib,7,2024-2025,80.7
Region of Waterloo Public Health and Emergency Services,MCC,7,2024-2025,94.5
Region of Waterloo Public Health and Emergency Services,MCV4,12,2024-2025,75.5
Region of Waterloo Public Health and Emergency Services,MCV4,17,2024-2025,94.5
Region of Waterloo Public Health and Emergency Services,Measles,17,2024-2025,95.8
Region of Waterloo Public Health and Emergency Services,Measles,7,2024-2025,91.5
Region of Waterloo Public Health and Emergency Services,Mumps,17,2024-2025,95.7
Region of Waterloo Public Health and Emergency Services,Mumps,7,2024-2025,91.1
Region of Waterloo Public Health and Emergency Services,Pertussis,17,2024-2025,85.2
Region of Waterloo Public Health and Emergency Services,Pertussis,7,2024-2025,90.2
Region of Waterloo Public Health and Emergency Services,Pneumo,7,2024-2025,80.5
Region of Waterloo Public Health and Emergency Services,Polio,17,2024-2025,93.5
Region of Waterloo Public Health and Emergency Services,Polio,7,2024-2025,88.5
Region of Waterloo Public Health and Emergency Services,Rota,7,2024-2025,75.5
Region of Waterloo Public Health and Emergency Services,Rubella,17,2024-2025,97.4
Region of Waterloo Public Health and Emergency Services,Rubella,7,2024-2025,95.6
Region of Waterloo Public Health and Emergency Services,Tetanus,17,2024-2025,84.9
Region of Waterloo Public Health and Emergency Services,Tetanus,7,2024-2025,90.3
Region of Waterloo Public Health and Emergency Services,Varicella,7,2024-2025,89.8
Wellington-Dufferin-Guelph Public Health,Diphtheria,17,2015-2016,83.1
Wellington-Dufferin-Guelph Public Health,Diphtheria,7,2015-2016,89.9
Wellington-Dufferin-Guelph Public Health,HepB,12,2015-2016,69.7
Wellington-Dufferin-Guelph Public Health,Hib,7,2015-2016,82.8
Wellington-Dufferin-Guelph Public Health,MCC,7,2015-2016,94.4
Wellington-Dufferin-Guelph Public Health,MCV4,12,2015-2016,82
Wellington-Dufferin-Guelph Public Health,Measles,17,2015-2016,95.2
Wellington-Dufferin-Guelph Public Health,Measles,7,2015-2016,93.3
Wellington-Dufferin-Guelph Public Health,Mumps,17,2015-2016,94.8
Wellington-Dufferin-Guelph Public Health,Mumps,7,2015-2016,93.3
Wellington-Dufferin-Guelph Public Health,Pertussis,17,2015-2016,82.5
Wellington-Dufferin-Guelph Public Health,Pertussis,7,2015-2016,89.8
Wellington-Dufferin-Guelph Public Health,Pneumo,7,2015-2016,83.2
Wellington-Dufferin-Guelph Public Health,Polio,17,2015-2016,94.5
Wellington-Dufferin-Guelph Public Health,Polio,7,2015-2016,90.3
Wellington-Dufferin-Guelph Public Health,Rubella,17,2015-2016,97
Wellington-Dufferin-Guelph Public Health,Rubella,7,2015-2016,96.4
Wellington-Dufferin-Guelph Public Health,Tetanus,17,2015-2016,83.1
Wellington-Dufferin-Guelph Public Health,Tetanus,7,2015-2016,89.9
Wellington-Dufferin-Guelph Public Health,Varicella,7,2015-2016,62.3
Wellington-Dufferin-Guelph Public Health,Diphtheria,17,2016-2017,81.8
Wellington-Dufferin-Guelph Public Health,Diphtheria,7,2016-2017,92.3
Wellington-Dufferin-Guelph Public Health,HPV,12,2016-2017,50.6
Wellington-Dufferin-Guelph Public Health,HepB,12,2016-2017,65
Wellington-Dufferin-Guelph Public Health,Hib,7,2016-2017,83.3
Wellington-Dufferin-Guelph Public Health,MCC,7,2016-2017,95.4
Wellington-Dufferin-Guelph Public Health,MCV4,12,2016-2017,81.3
Wellington-Dufferin-Guelph Public Health,Measles,17,2016-2017,94.4
Wellington-Dufferin-Guelph Public Health,Measles,7,2016-2017,94
Wellington-Dufferin-Guelph Public Health,Mumps,17,2016-2017,94
Wellington-Dufferin-Guelph Public Health,Mumps,7,2016-2017,94
Wellington-Dufferin-Guelph Public Health,Pertussis,17,2016-2017,81.4
Wellington-Dufferin-Guelph Public Health,Pertussis,7,2016-2017,92.2
Wellington-Dufferin-Guelph Public Health,Pneumo,7,2016-2017,83.3
Wellington-Dufferin-Guelph Public Health,Polio,17,2016-2017,93.6
Wellington-Dufferin-Guelph Public Health,Polio,7,2016-2017,93
Wellington-Dufferin-Guelph Public Health,Rubella,17,2016-2017,96.5
Wellington-Dufferin-Guelph Public Health,Rubella,7,2016-2017,96.7
Wellington-Dufferin-Guelph Public Health,Tetanus,17,2016-2017,81.8
Wellington-Dufferin-Guelph Public Health,Tetanus,7,2016-2017,92.3
Wellington-Dufferin-Guelph Public Health,Varicella,7,2016-2017,67.1
Wellington-Dufferin-Guelph Public Health,Diphtheria,17,2017-2018,86.8
Wellington-Dufferin-Guelph Public Health,Diphtheria,7,2017-2018,93.6
Wellington-Dufferin-Guelph Public Health,HPV,12,2017-2018,58.4
Wellington-Dufferin-Guelph Public Health,HepB,12,2017-2018,70.1
Wellington-Dufferin-Guelph Public Health,Hib,7,2017-2018,84.6
Wellington-Dufferin-Guelph Public Health,MCC,7,2017-2018,95.9
Wellington-Dufferin-Guelph Public Health,MCV4,12,2017-2018,85.8
Wellington-Dufferin-Guelph Public Health,Measles,17,2017-2018,96.6
Wellington-Dufferin-Guelph Public Health,Measles,7,2017-2018,94.5
Wellington-Dufferin-Guelph Public Health,Mumps,17,2017-2018,96.3
Wellington-Dufferin-Guelph Public Health,Mumps,7,2017-2018,94.5
Wellington-Dufferin-Guelph Public Health,Pertussis,17,2017-2018,86.5
Wellington-Dufferin-Guelph Public Health,Pertussis,7,2017-2018,93.6
Wellington-Dufferin-Guelph Public Health,Pneumo,7,2017-2018,76.9
Wellington-Dufferin-Guelph Public Health,Polio,17,2017-2018,95
Wellington-Dufferin-Guelph Public Health,Polio,7,2017-2018,94.2
Wellington-Dufferin-Guelph Public Health,Rubella,17,2017-2018,97.8
Wellington-Dufferin-Guelph Public Health,Rubella,7,2017-2018,97.2
Wellington-Dufferin-Guelph Public Health,Tetanus,17,2017-2018,86.8
Wellington-Dufferin-Guelph Public Health,Tetanus,7,2017-2018,93.6
Wellington-Dufferin-Guelph Public Health,Varicella,7,2017-2018,91.5
Wellington-Dufferin-Guelph Public Health,Diphtheria,17,2018-2019,86.3
Wellington-Dufferin-Guelph Public Health,Diphtheria,7,2018-2019,94.3
Wellington-Dufferin-Guelph Public Health,HPV,12,2018-2019,61.1
Wellington-Dufferin-Guelph Public Health,HPV,17,2018-2019,62.6
Wellington-Dufferin-Guelph Public Health,HepB,12,2018-2019,70.4
Wellington-Dufferin-Guelph Public Health,HepB,17,2018-2019,76.2
Wellington-Dufferin-Guelph Public Health,Hib,7,2018-2019,87
Wellington-Dufferin-Guelph Public Health,MCC,7,2018-2019,96.5
Wellington-Dufferin-Guelph Public Health,MCV4,12,2018-2019,81.6
Wellington-Dufferin-Guelph Public Health,MCV4,17,2018-2019,95.2
Wellington-Dufferin-Guelph Public Health,Measles,17,2018-2019,96.8
Wellington-Dufferin-Guelph Public Health,Measles,7,2018-2019,95.2
Wellington-Dufferin-Guelph Public Health,Mumps,17,2018-2019,96.6
Wellington-Dufferin-Guelph Public Health,Mumps,7,2018-2019,95.2
Wellington-Dufferin-Guelph Public Health,Pertussis,17,2018-2019,86
Wellington-Dufferin-Guelph Public Health,Pertussis,7,2018-2019,94.3
Wellington-Dufferin-Guelph Public Health,Pneumo,7,2018-2019,83.5
Wellington-Dufferin-Guelph Public Health,Polio,17,2018-2019,95.3
Wellington-Dufferin-Guelph Public Health,Polio,7,2018-2019,94.8
Wellington-Dufferin-Guelph Public Health,Rubella,17,2018-2019,98.3
Wellington-Dufferin-Guelph Public Health,Rubella,7,2018-2019,97.4
Wellington-Dufferin-Guelph Public Health,Tetanus,17,2018-2019,86.3
Wellington-Dufferin-Guelph Public Health,Tetanus,7,2018-2019,94.3
Wellington-Dufferin-Guelph Public Health,Varicella,7,2018-2019,93.4
Wellington-Dufferin-Guelph Public Health,Diphtheria,17,2019-2020,87.9
Wellington-Dufferin-Guelph Public Health,Diphtheria,7,2019-2020,94.9
Wellington-Dufferin-Guelph Public Health,HPV,12,2019-2020,70.9
Wellington-Dufferin-Guelph Public Health,HPV,17,2019-2020,66.6
Wellington-Dufferin-Guelph Public Health,HepB,12,2019-2020,76.6
Wellington-Dufferin-Guelph Public Health,HepB,17,2019-2020,78
Wellington-Dufferin-Guelph Public Health,Hib,7,2019-2020,88.5
Wellington-Dufferin-Guelph Public Health,MCC,7,2019-2020,96.2
Wellington-Dufferin-Guelph Public Health,MCV4,12,2019-2020,90.8
Wellington-Dufferin-Guelph Public Health,MCV4,17,2019-2020,95.2
Wellington-Dufferin-Guelph Public Health,Measles,17,2019-2020,96.8
Wellington-Dufferin-Guelph Public Health,Measles,7,2019-2020,94.4
Wellington-Dufferin-Guelph Public Health,Mumps,17,2019-2020,96.6
Wellington-Dufferin-Guelph Public Health,Mumps,7,2019-2020,94.3
Wellington-Dufferin-Guelph Public Health,Pertussis,17,2019-2020,87.9
Wellington-Dufferin-Guelph Public Health,Pertussis,7,2019-2020,94.9
Wellington-Dufferin-Guelph Public Health,Pneumo,7,2019-2020,85.2
Wellington-Dufferin-Guelph Public Health,Polio,17,2019-2020,95.2
Wellington-Dufferin-Guelph Public Health,Polio,7,2019-2020,95.1
Wellington-Dufferin-Guelph Public Health,Rota,7,2019-2020,73.9
Wellington-Dufferin-Guelph Public Health,Rubella,17,2019-2020,98.3
Wellington-Dufferin-Guelph Public Health,Rubella,7,2019-2020,97.1
Wellington-Dufferin-Guelph Public Health,Tetanus,17,2019-2020,87.9
Wellington-Dufferin-Guelph Public Health,Tetanus,7,2019-2020,94.9
Wellington-Dufferin-Guelph Public Health,Varicella,7,2019-2020,93.4
Wellington-Dufferin-Guelph Public Health,Diphtheria,17,2020-2021,82.4
Wellington-Dufferin-Guelph Public Health,Diphtheria,7,2020-2021,82.3
Wellington-Dufferin-Guelph Public Health,HPV,12,2020-2021,70.4
Wellington-Dufferin-Guelph Public Health,HPV,17,2020-2021,67.9
Wellington-Dufferin-Guelph Public Health,HepB,12,2020-2021,77.5
Wellington-Dufferin-Guelph Public Health,HepB,17,2020-2021,79.4
Wellington-Dufferin-Guelph Public Health,Hib,7,2020-2021,89.5
Wellington-Dufferin-Guelph Public Health,MCC,7,2020-2021,96
